primary_identifier,device_type,device_category,gender,district_name,age_group,network_stay,average_monthly_bill_amount,dusage_sum,dusage_min,dusage_max,dusage_diff,dusage_avg,dusage_days,dusage_stddev,vusage_onnet_sum,vusage_onnet_max,vusage_onnet_min,vusage_onnet_diff,vusage_onnet_days,vusage_onnet_avg,vusage_onnet_stddev,vusage_offnet_sum,vusage_offnet_max,vusage_offnet_min,vusage_offnet_days,vusage_offnet_avg,vusage_offnet_stddev,number_of_fixed_bb_accounts,number_of_iptv_accounts,add_on_tot_rental,add_on_count,next_month_plan
7755766,4G,Smartphone,MALE,Unknown,50-60,38,1144.99,17581,200.5953465,2259.662573,2059.067226,586.034735,30,393.7881827,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG5
8216933,4G,Smartphone,MALE,Gampaha,50-60,150,3159.51,21225,392.3262892,1370.745566,978.4192772,707.510052,30,227.5853349,0,0,0,0,0,,0,11,5.866666667,0,3,3.8,1.30527518,0,0,200,1,PKG5
9029920,4G,Smartphone,FEMALE,Colombo,30-40,81,4088.94,34990,343.40907,2585.676128,2242.267058,1166.34805,30,497.28868,0,0,0,0,0,,0,0,0,0,0,,0,0,0,500,1,PKG6
4121529,4G,Smartphone,FEMALE,Kandy,40-50,116,2971.18,8020,12.78124523,1340.163778,1327.382533,267.3439876,30,346.7223739,395,85.48333333,0,85.48333333,10,39.58,25.58036416,223,36.83333333,0,18,12.42592593,10.36767313,0,1,,,PKG1
2718720,4G,Smartphone,FEMALE,Gampaha,30-40,145,1377.32,6603,2.372740746,1036.729688,1034.356947,220.1242469,30,251.4241616,12,12.8,0,12.8,1,12.8,2.336949579,38,16.55,0,13,2.970512821,3.193086051,0,0,100,1,PKG2
3229841,4G,Smartphone,MALE,Ampara,20-30,15,3723.63,27957,0.29057312,3126.21118,3125.920607,931.9063808,30,697.1410726,0,0,0,0,0,,0,0,0,0,0,,0,0,1,1000,1,PKG5
2470740,2G,Basic,FEMALE,Puttalam,30-40,110,571.55,0,0,0,0,,0,0,0,0,0,0,0,,0,29,17.66666667,0,13,2.271794872,3.275108579,0,1,0,1,PKG1
8314239,2G,Feature phone,MALE,Colombo,60-70,15,1852,17283,0,2487.929361,2487.929361,909.6664295,19,657.7822931,0,0,0,0,0,,0,0,0,0,0,,0,0,0,100,1,PKG5
3118498,4G,Smartphone,MALE,Gampaha,30-40,142,1798.43,18474,209.0371923,1854.326042,1645.28885,615.8203337,30,332.3005233,0,0,0,0,0,,0,0,0,0,0,,0,0,0,950,1,PKG1
9574539,4G,Smartphone,MALE,Gampaha,30-40,11,2259.6,15269,46.28821468,2058.030116,2011.741901,508.991691,30,419.0682077,1066,137.2666667,0,137.2666667,16,66.63854167,40.32895784,119,26.41666667,0,23,5.17826087,5.518959658,0,0,360,2,PKG2
4886097,4G,Smartphone,MALE,Kandy,40-50,219,2231.89,21496,281.7641268,2045.523442,1763.759315,716.5366736,30,440.1753273,0,0,0,0,0,,0,0,0,0,0,,0,0,1,200,1,PKG5
2557654,4G,Smartphone,FEMALE,Jaffna,60-70,160,2546.7,35,0,15.26839733,15.26839733,1.269025803,28,3.072013456,0,0,0,0,0,,0,26,6.916666667,0,7,3.852380952,2.037262707,0,0,550,2,PKG4
4293347,4G,Smartphone,MALE,Kurunegala,30-40,49,700.04,228,1.028986931,39.63325119,38.60426426,7.613837846,30,8.991130313,0,0,0,0,0,,0,3,1.866666667,0,2,1.675,0.427931629,0,1,,,PKG1
8583412,4G,Smartphone,FEMALE,Colombo,30-40,32,3558.21,33997,325.8107996,2212.446455,1886.635655,1133.244367,30,532.8785444,0,0,0,0,0,,0,82,37.45,0,3,27.34444444,9.358161694,0,0,,,PKG7
1656931,4G,Smartphone,MALE,Galle,30-40,20,1397.72,5343,36.08340263,1340.593296,1304.509893,178.1291842,30,239.1819178,0,0,0,0,0,,0,65,15.46666667,0,19,3.447368421,3.429682246,0,0,,,PKG3
7699794,4G,Smartphone,MALE,Puttalam,50-60,38,468.65,2632,0.337744713,548.2450562,547.9073114,87.74176858,30,152.4237195,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG1
6453944,4G,Smartphone,FEMALE,Kegalle,30-40,139,1220.98,20394,308.9508133,1144.912055,835.9612417,679.8209978,30,188.3578045,0,0,0,0,0,,0,191,41.86666667,0,17,11.24215686,11.25279078,0,0,450,2,PKG5
6422817,4G,Smartphone,MALE,Gampaha,40-50,183,865.73,0,0,0,0,,0,0,189,25.08333333,0,25.08333333,28,6.767857143,6.213512431,3,1.55,0,4,0.820833333,0.337926078,0,0,,,PKG1
7227044,4G,Smartphone,MALE,Kandy,40-50,196,1149.13,749,0.112482071,190.6149158,190.5024338,24.98748089,30,44.40392501,0,0,0,0,0,,0,35,12.48333333,0,9,3.896296296,2.719736765,0,0,,,PKG1
9878716,4G,Smartphone,MALE,Gampaha,30-40,54,3092.36,9137,4.291402817,891.8656483,887.5742455,304.5928408,30,219.9475107,18,10.33333333,0,10.33333333,2,9.191666667,2.351194705,232,40.23333333,0,26,8.953846154,8.769522938,0,0,750,2,PKG1
9386423,4G,Smartphone,MALE,Nuwara Eliya,40-50,145,2364.09,5703,0,497.669837,497.669837,203.6856066,28,161.8570337,0,0,0,0,0,,0,29,7.066666667,0,14,2.108333333,1.655251039,0,1,,,PKG4
8625250,4G,Smartphone,MALE,Kalutara,30-40,195,1729.11,8534,0.061410904,1492.462067,1492.400656,284.4678202,30,377.2300444,0,0,0,0,0,,0,25,7.783333333,0,11,2.328787879,1.946775915,0,0,910,4,PKG2
2433562,4G,Smartphone,MALE,Colombo,50-60,25,2126.31,57,0,19.25718117,19.25718117,2.218028545,26,4.470473811,0,0,0,0,0,,0,32,25.81666667,0,5,6.496666667,5.019117378,0,0,,,PKG1
4017500,4G,Smartphone,MALE,Colombo,50-60,200,3795.25,11209,0.106445313,2144.826551,2144.720106,373.6402019,30,549.4425868,12,8.566666667,0,8.566666667,2,6.233333333,1.696011398,7,4.033333333,0,4,1.925,0.856858738,0,0,500,2,PKG3
6630841,4G,Smartphone,MALE,Anuradhapura,20-30,9,1439.63,17083,123.5258884,1552.449227,1428.923339,569.446297,30,394.6843794,0,0,0,0,0,,0,18,7.15,0,5,3.683333333,1.680831094,0,0,360,2,PKG2
5677759,4G,Smartphone,MALE,Kalutara,30-40,197,1598.1,9091,6.287082672,828.9318695,822.6447868,303.0626707,30,229.5665295,0,0,0,0,0,,0,31,12.28333333,0,8,3.902083333,2.555051654,0,0,600,2,PKG3
4143519,4G,Smartphone,MALE,Gampaha,30-40,56,1623.46,813,0,162.348527,162.348527,30.12334689,27,32.15189047,91,22.5,0,22.5,14,6.510714286,5.048246443,29,6.533333333,0,12,2.491666667,1.756299008,0,0,500,1,PKG1
7763009,4G,Smartphone,FEMALE,Kandy,40-50,106,1715.56,17185,212.5003405,936.3778515,723.877511,572.8380619,30,187.1390605,0,0,0,0,0,,0,84,9.683333333,0,20,4.231666667,2.889563508,0,0,450,2,PKG3
7676008,3G,Modem,FEMALE,Unknown,50-60,14,273.57,148,0,148.9804459,148.9804459,148.9804459,1,105.3450835,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG1
9073894,4G,Smartphone,FEMALE,Colombo,30-40,50,1880.31,1070,0.342342377,313.9214439,313.5791016,35.69436401,30,62.93033674,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG5
6147125,2G,Feature phone,MALE,Polonnaruwa,40-50,174,1214.08,0,0,0,0,,0,0,48,47.73333333,0,47.73333333,2,24.43333333,8.710194553,19,5.5,0,14,1.388095238,1.301191123,0,0,,,PKG1
4147139,4G,Smartphone,FEMALE,Colombo,50-60,27,1935.4,1203,0,541.7394543,541.7394543,150.4840695,8,134.2321825,0,0,0,0,0,,0,0,0,0,0,,0,0,0,110,1,PKG5
9464242,4G,Smartphone,MALE,Puttalam,20-30,14,3642.92,1423,0,679.4745712,679.4745712,50.8570353,28,134.8616387,0,0,0,0,0,,0,42,12.81666667,0,13,3.274358974,2.770620127,0,0,0,1,PKG4
1364376,2G,Basic,FEMALE,Nuwara Eliya,40-50,77,891.01,0,0,0,0,,0,0,0,0,0,0,0,,0,59,7.6,0,23,2.591304348,2.044619141,0,0,,,PKG1
5674513,4G,Smartphone,FEMALE,Colombo,50-60,106,2445.78,0,0,0,0,,0,0,0,0,0,0,0,,0,75,15.58333333,0,17,4.42254902,4.024814037,0,0,500,1,PKG1
8164373,4G,Smartphone,FEMALE,Colombo,30-40,146,2597.57,6885,10.52383232,1186.397086,1175.873254,229.5207036,30,275.4607632,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG5
5041197,4G,Smartphone,FEMALE,Colombo,60-70,60,409.67,6631,0,893.3698425,893.3698425,245.6106341,27,261.0840571,0,0,0,0,0,,0,0,0,0,0,,0,0,0,350,1,PKG1
6455311,4G,Smartphone,FEMALE,Colombo,50-60,222,2397.02,5925,49.28863144,347.0775928,297.7889614,197.5200598,30,76.92366755,8,8.35,0,8.35,1,8.35,1.524494452,396,45.1,0,27,14.70185185,11.10317803,0,0,,,PKG3
8350065,2G,Basic,MALE,Nuwara Eliya,40-50,4,949.55,0,0,0.003890991,0.003890991,0.001636863,8,0.001165721,0,0,0,0,0,,0,1,1.133333333,0,1,1.133333333,0.292625408,0,0,,,PKG2
7940401,4G,Smartphone,MALE,Gampaha,40-50,122,6752.1,57998,209.1607399,4792.874748,4583.714008,1933.276655,30,1326.355212,10,7.233333333,0,7.233333333,3,3.616666667,1.411495973,0,0,0,0,,0,0,0,900,2,PKG8
7131080,4G,Smartphone,MALE,Colombo,20-30,133,1625,11230,3.82185173,1501.560284,1497.738432,374.3563733,30,459.7600814,0,0.716666667,0,0.716666667,1,0.716666667,0.130844833,34,11.4,0,10,3.49,2.687973072,0,0,210,2,PKG3
2052289,4G,Smartphone,MALE,Colombo,20-30,52,2569.53,24254,0,1823.217433,1823.217433,836.3502856,29,455.0745675,0,0,0,0,0,,0,10,2.65,0,11,0.990909091,0.662058788,0,0,600,5,PKG1
7839716,4G,Smartphone,MALE,Jaffna,40-50,130,4959.32,7762,84.74548149,782.4212837,697.6758022,258.7559015,30,168.6729608,0,0,0,0,0,,0,25,15.45,0,4,6.3625,2.961096249,0,0,650,1,PKG3
8953906,4G,Smartphone,MALE,Polonnaruwa,30-40,127,2252.98,10615,0,1366.690415,1366.690415,379.1231533,28,385.0781148,0,0,0,0,0,,0,38,13.03333333,0,12,3.220833333,2.948599089,0,0,100,1,PKG3
1998574,2G,Feature phone,FEMALE,Kurunegala,30-40,165,1765.26,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,1,,,PKG5
7234565,2G,Feature phone,MALE,Kurunegala,20-30,78,7186.57,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG8
3215634,4G,Smartphone,MALE,Puttalam,20-30,88,2177.97,6005,0.003779411,1020.771719,1020.76794,200.1970729,30,265.5387297,0,0,0,0,0,,0,136,15.8,0,24,5.677083333,4.50384627,0,2,460,3,PKG4
8020086,2G,Feature phone,MALE,Colombo,30-40,31,2799.42,0,0,0,0,,0,0,0,0.866666667,0,0.866666667,1,0.866666667,0.158230961,326,41.01666667,1.283333333,30,10.885,9.152105834,0,0,,,PKG2
4177998,4G,Smartphone,MALE,Matale,30-40,8,1891.06,13291,61.38242722,1592.694773,1531.312346,443.0573859,30,328.1430212,0,0,0,0,0,,0,11,7.883333333,0,3,3.95,1.538329878,0,1,,,PKG5
2971682,4G,Smartphone,FEMALE,Colombo,40-50,185,2279.21,6244,0.164381027,909.4197264,909.2553453,208.1367442,30,257.9588911,0,0,0,0,0,,0,0,0,0,0,,0,0,0,450,2,PKG5
1102375,3G,Smartphone,MALE,Kegalle,>70,16,721.03,3630,33.50622654,277.9370604,244.4308338,121.0083104,30,52.89170878,0,0,0,0,0,,0,9,3.666666667,0,5,1.873333333,0.872207458,0,1,,,PKG1
8150299,4G,Smartphone,MALE,Trincomalee,20-30,62,3058.76,44714,694.8211298,2632.624882,1937.803752,1490.496779,30,523.227045,0,0,0,0,0,,0,0,0,0,0,,0,0,0,760,3,PKG6
8440785,2G,Feature phone,FEMALE,Gampaha,40-50,250,3308.68,0,0,0,0,,0,0,0,0,0,0,0,,0,483,52.98333333,0,26,18.61217949,16.72747819,0,0,600,2,PKG3
4499922,4G,Smartphone,FEMALE,Galle,30-40,135,3241.77,6974,0,719.4941072,719.4941072,258.3286109,27,219.554692,0,0,0,0,0,,0,75,9.933333333,0,16,4.739583333,3.359370532,0,1,100,1,PKG3
5782477,4G,Smartphone,MALE,Galle,30-40,102,1588.24,14546,189.2113276,1088.75533,899.5440025,484.8931313,30,222.1851117,0,0,0,0,0,,0,0,0,0,0,,0,0,0,360,2,PKG5
5325117,4G,Smartphone,MALE,Colombo,40-50,18,574.43,2311,0.241195679,812.6120024,812.3708067,77.03472579,30,175.1483665,0,0,0,0,0,,0,20,8.15,0,10,2.031666667,1.886037035,1,0,,,PKG1
2575372,4G,Smartphone,MALE,Colombo,30-40,5,1966.94,11319,2.781863213,1344.577511,1341.795648,377.3046024,30,297.1342595,20,14.63333333,0,14.63333333,2,10.25833333,2.844940671,0,0,0,0,,0,0,2,,,PKG5
7434836,4G,Smartphone,MALE,Gampaha,30-40,97,679.06,498,0,345.2700186,345.2700186,166.2050295,3,109.5267947,0,0,0,0,0,,0,22,6.066666667,0,8,2.808333333,2.12485769,0,2,470,2,PKG1
7506043,4G,Smartphone,FEMALE,Colombo,20-30,128,3575.63,37623,227.5014811,3697.749255,3470.247774,1254.130694,30,924.4578995,0,0,0,0,0,,0,0,0,0,0,,0,0,0,260,2,PKG6
2896863,4G,Smartphone,MALE,Colombo,20-30,115,2031.77,92972,474.9683523,8534.192126,8059.223774,3099.089636,30,1990.300552,0,0,0,0,0,,0,0,0,0,0,,0,0,0,450,2,PKG5
2521740,4G,Smartphone,MALE,Colombo,30-40,31,4247.54,13286,2.135304451,2969.088637,2966.953333,442.8749793,30,776.8747785,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1450,1,PKG6
6528417,4G,Smartphone,MALE,Ratnapura,20-30,113,2870.33,13928,24.50030613,1400.815814,1376.315508,464.2761172,30,394.7895874,0,0,0,0,0,,0,356,53.55,0,29,12.30574713,11.4963212,0,0,450,2,PKG3
4237327,4G,Smartphone,MALE,Gampaha,40-50,9,2103.1,192,0,20.75610352,20.75610352,7.694672508,25,6.390748855,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG5
3919653,4G,Smartphone,FEMALE,Colombo,50-60,66,1538.69,3743,16.11698341,537.658989,521.5420055,124.7969726,30,138.5111923,0,0,0,0,0,,0,258,40.33333333,0,25,10.35266667,10.15559646,0,0,,,PKG3
3367079,4G,Smartphone,MALE,Jaffna,50-60,260,8579.72,10011,140.6004696,698.9243279,558.3238583,333.7232314,30,142.8440217,0,0,0,0,0,,0,385,30.66666667,3.116666667,30,12.84055556,6.836298324,0,0,650,1,PKG4
5371473,2G,Feature phone,MALE,Matale,50-60,9,893.49,0,0,0,0,,0,0,0,0,0,0,0,,0,7,6.033333333,0,4,1.854166667,1.230676527,0,0,,,PKG2
3061815,4G,Smartphone,MALE,Jaffna,20-30,78,1803.97,3365,0,1024.888466,1024.888466,134.6351424,25,221.7605023,0,0,0,0,0,,0,3,3,0,2,1.566666667,0.547424015,0,0,360,2,PKG1
3417346,4G,Smartphone,MALE,Kandy,60-70,42,3211.25,3378,1.01695919,476.4500084,475.4330492,112.6221042,30,127.5406185,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1450,1,PKG5
8183591,4G,Smartphone,MALE,Kandy,40-50,102,933.62,16963,58.44816494,1569.556616,1511.108451,565.4540243,30,375.676911,221,76.88333333,0,76.88333333,12,18.4625,16.26777975,35,6.616666667,0,19,1.850877193,1.751957489,0,0,710,4,PKG1
6751982,4G,Smartphone,MALE,Monaragala,30-40,3,1026.41,15580,212.9225359,928.8710651,715.9485292,519.340393,30,194.968603,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG3
6378907,4G,Smartphone,MALE,Jaffna,30-40,84,4752.92,15306,66.42218018,1419.295978,1352.873797,510.2174667,30,333.442608,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1450,1,PKG6
7909953,4G,Smartphone,FEMALE,Gampaha,40-50,116,2678.78,12553,12.40962887,1161.761346,1149.351717,418.4576318,30,359.5960224,0,0,0,0,0,,0,67,30.16666667,0,4,16.94583333,6.518875751,0,1,350,1,PKG8
7788771,4G,Smartphone,MALE,Gampaha,20-30,13,1202.55,4053,0.002230644,949.6372557,949.635025,135.1249716,30,232.936775,0,0,0,0,0,,0,0,0.5,0,1,0.5,0.091287093,0,1,0,1,PKG3
7696891,4G,Smartphone,,Galle,,5,1629.05,8273,10.41184711,1118.816033,1108.404186,275.7700614,30,215.9528786,7,7.65,0,7.65,1,7.65,1.396692522,222,35.33333333,0,29,7.664367816,6.748962931,0,0,100,1,PKG3
9763797,4G,Smartphone,MALE,Gampaha,20-30,20,2871.82,13640,6.360437393,2404.699226,2398.338789,454.6912365,30,613.5481533,28,28.08333333,0,28.08333333,1,28.08333333,5.127291719,25,17.25,0,3,8.6,3.282359095,0,0,200,1,PKG5
7612812,4G,Smartphone,MALE,Kalutara,30-40,249,2096.28,39381,719.1091509,2511.498638,1792.389487,1312.70288,30,415.1747019,0,0,0,0,0,,0,239,25.03333333,0,27,8.859876543,6.97267475,1,1,760,3,PKG2
4185072,4G,Smartphone,MALE,Colombo,40-50,185,1662.8,17781,22.41996861,1479.159796,1456.739827,592.7220375,30,367.6659027,0,0,0,0,0,,0,0,0,0,0,,0,0,0,100,1,PKG5
7812116,4G,Smartphone,FEMALE,Colombo,50-60,219,2149.71,9924,1.167430878,2367.504177,2366.336746,330.8198221,30,480.8511082,0,0,0,0,0,,0,0,0,0,0,,0,0,0,110,1,PKG5
9986047,3G,Smartphone,MALE,Kalutara,40-50,9,909.62,0,0,0,0,,0,0,0,0,0,0,0,,0,175,23.86666667,0,19,9.250877193,7.215534218,0,0,,,PKG1
7149256,4G,Smartphone,FEMALE,Colombo,20-30,90,1358.54,4341,0,476.3116722,476.3116722,160.7834205,27,109.3092427,0,0,0,0,0,,0,21,4,0,11,1.996969697,1.25237654,0,0,360,2,PKG1
3638787,4G,Smartphone,MALE,Gampaha,40-50,88,858.76,0,0,0.007709503,0.007709503,0.001396011,17,0.001778393,0,0,0,0,0,,0,14,3.816666667,0,10,1.423333333,0.889861298,0,0,,,PKG1
4711794,4G,Smartphone,MALE,Gampaha,50-60,255,1343.81,13873,37.3234272,1367.146911,1329.823483,462.4402341,30,417.96051,0,0,0,0,0,,0,29,11.96666667,0,12,2.444444444,2.342667428,0,0,,,PKG4
5680843,4G,Smartphone,MALE,Kurunegala,30-40,183,1253.09,1191,0.678621292,484.4815845,483.8029633,39.71629756,30,92.21446163,0,0,0,0,0,,0,140,37.58333333,0,21,6.695238095,7.390471498,0,0,100,1,PKG1
2316282,4G,Smartphone,MALE,Jaffna,30-40,129,460.11,333,0,89.75890255,89.75890255,11.92192241,28,22.50738441,0,0,0,0,0,,0,6,3.3,0,4,1.720833333,0.687458579,0,0,,,PKG1
2307025,4G,Smartphone,MALE,Gampaha,40-50,116,1973.59,5,0,4.941806793,4.941806793,2.961298943,2,0.913767621,0,0,0,0,0,,0,204,24.43333333,0,29,7.042528736,6.381153004,0,0,200,1,PKG1
4387162,4G,Smartphone,MALE,Kurunegala,30-40,45,1715.48,310,0,96.57891846,96.57891846,11.92716122,26,24.24346748,0,0,0,0,0,,0,4,1.216666667,0,5,0.853333333,0.365822784,0,0,,,PKG3
7089042,3G,Smartphone,,Matara,,9,901.76,12241,2.416152,2055.927143,2053.510991,408.0480616,30,413.2382223,9,9.316666667,0,9.316666667,1,9.316666667,1.700982831,6,6.05,0,1,6.05,1.104573824,0,0,350,2,PKG2
7204628,4G,Smartphone,MALE,Matara,30-40,23,418.44,3069,0.117794991,233.4366684,233.3188734,102.3059834,30,75.92467609,0,0,0,0,0,,0,0,0,0,0,,0,0,1,,,PKG1
8476361,2G,Basic,MALE,Galle,30-40,18,1580.19,0,0,0,0,,0,0,297,84.35,0,84.35,9,33.10555556,20.36403154,609,93.28333333,0.216666667,30,20.32666667,21.42666482,0,1,,,PKG1
7151390,4G,Smartphone,MALE,Colombo,60-70,31,2463.99,5421,6.491656303,852.8220377,846.3303814,180.7196698,30,196.0918731,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG5
4581981,3G,Smartphone,FEMALE,Puttalam,30-40,4,759.89,0,0,0.174179077,0.174179077,0.108025869,3,0.042568747,193,68.93333333,0,68.93333333,4,48.475,20.45707791,64,17.8,0,10,6.476666667,5.133209065,0,0,,,PKG1
9850946,4G,Smartphone,MALE,Nuwara Eliya,20-30,11,4491.67,9102,0,1770.095999,1770.095999,350.0894564,26,411.0541491,0,0.166666667,0,0.166666667,1,0.166666667,0.032075015,0,0,0,0,,0,0,0,110,1,PKG8
7977231,2G,Basic,MALE,Kurunegala,60-70,165,1890.41,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,1,,,PKG5
4758452,4G,Smartphone,FEMALE,Kegalle,30-40,37,2835.46,16346,164.0496788,1105.980497,941.9308186,544.8966284,30,205.4249641,0,0,0,0,0,,0,48,12.58333333,0,23,2.099275362,2.476609672,0,1,360,2,PKG4
8538459,4G,Smartphone,FEMALE,Kandy,30-40,6,897.7,21766,297.8774061,1485.529797,1187.65239,725.5435278,30,300.9864164,0,0,0,0,0,,0,17,14.51666667,0,4,4.3,2.6606095,0,0,520,3,PKG1
6390933,4G,Smartphone,MALE,Monaragala,30-40,152,4706.02,34274,300.4724522,4450.844307,4150.371855,1142.494094,30,1024.948444,0,0,0,0,0,,0,0,0,0,0,,0,0,1,,,PKG8
7935062,4G,Smartphone,MALE,Gampaha,40-50,164,2708.23,4338,1.906319618,759.6428747,757.7365551,144.6179968,30,168.139363,0,0,0,0,0,,0,0,0,0,0,,0,0,0,700,3,PKG7
6342933,4G,Smartphone,,Colombo,,7,918.66,0,0,0,0,,0,0,0,0,0,0,0,,0,43,18.51666667,0,11,3.934848485,4.037984445,0,0,200,1,PKG1
4395707,4G,Smartphone,MALE,Colombo,40-50,52,6493.65,9333,0,1174.600501,1174.600501,321.8370226,29,334.3534425,0,0,0,0,0,,0,119,37.05,0,21,5.687301587,8.221716563,0,0,700,4,PKG1
7631211,4G,Smartphone,MALE,Kurunegala,30-40,37,1584.56,5589,0,1245.360596,1245.360596,328.8145308,17,310.4979022,0,0,0,0,0,,0,99,45.9,0,14,7.128571429,9.151210166,0,0,410,3,PKG3
6347887,4G,Smartphone,MALE,Colombo,50-60,177,1882.46,16044,129.7831221,1248.295772,1118.51265,534.8183928,30,283.9458478,417,87.8,0,87.8,10,41.78,25.35243215,381,48.91666667,0,29,13.15689655,10.07253421,0,0,,,PKG2
9276394,4G,Smartphone,MALE,Kandy,30-40,178,1894.03,514,0.562171936,83.69258404,83.1304121,17.1609979,30,19.78073219,1,1.533333333,0,1.533333333,1,1.533333333,0.279947085,168,38.11666667,0,26,6.490384615,7.589691979,1,0,,,PKG1
8944100,2G,Feature phone,FEMALE,Mullaitivu,30-40,10,538.66,0,0,0,0,,0,0,8,8.316666667,0,8.316666667,1,8.316666667,1.544366229,1,1.116666667,0,2,0.783333333,0.220778527,0,0,,,PKG1
9359863,4G,Smartphone,FEMALE,Colombo,30-40,154,2051.79,28801,44.03105545,4972.555202,4928.524147,960.0444557,30,1070.418095,0,0,0,0,0,,0,269,78.86666667,0,19,14.18421053,17.31558718,0,1,360,2,PKG1
3263549,3G,Smartphone,MALE,Kalutara,40-50,3,1263.38,6254,0,1009.552951,1009.552951,240.5737766,26,308.5448989,0,0,0,0,0,,0,125,31.2,0,20,6.254166667,6.55404599,0,1,410,2,PKG1
7240727,2G,Feature phone,MALE,Mullaitivu,20-30,21,2743.44,0,0,0,0,,0,0,29,17.35,0,17.35,4,7.420833333,3.802463114,395,43.2,0,27,14.63333333,12.24798709,0,0,,,PKG3
9727068,4G,Smartphone,,Gampaha,,70,3924.31,11053,41.4660902,1163.697636,1122.231545,368.4465087,30,253.7469927,0,0,0,0,0,,0,0,0,0,0,,0,0,0,650,1,PKG6
8034357,4G,Smartphone,FEMALE,Gampaha,50-60,10,638.5,1997,2.272563934,215.6847963,213.4122324,66.58383789,30,57.85533098,0,0,0,0,0,,0,78,17.81666667,0,14,5.626190476,4.794778317,1,1,110,1,PKG1
4542660,2G,Basic,MALE,Matale,20-30,44,2800.83,38402,0,6263.470573,6263.470573,1536.084159,25,1471.16187,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG7
6445250,4G,Smartphone,FEMALE,Colombo,40-50,181,2891.5,12278,72.66718197,872.0463409,799.379159,409.2951962,30,222.1446995,0,0,0,0,0,,0,215,22.78333333,0,24,8.975694444,7.126019566,0,1,,,PKG2
4948370,4G,Smartphone,MALE,Kurunegala,30-40,130,1886.85,8892,11.23464012,758.8056221,747.570982,296.4029184,30,219.9681327,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG5
5388142,4G,Smartphone,MALE,Colombo,50-60,250,3276.83,50208,182.132762,3573.88098,3391.748218,1673.609776,30,1039.22436,0,0,0,0,0,,0,47,12.36666667,0,9,5.314814815,3.426721491,0,0,1250,3,PKG2
1996739,4G,Smartphone,FEMALE,Colombo,30-40,83,6937.37,27022,277.8497257,1841.519941,1563.670216,900.7585554,30,455.559263,0,0,0,0,0,,0,334,72.58333333,0,13,25.71282051,17.54504587,0,0,350,1,PKG6
9558992,4G,Smartphone,MALE,Colombo,50-60,149,4929.17,630,2.362612724,124.9879017,122.625289,21.03200712,30,25.93557257,10,7.133333333,0,7.133333333,2,5.425,1.44763746,280,27.1,0,29,9.684482759,7.87740251,0,0,760,2,PKG3
1635445,4G,Smartphone,MALE,Colombo,30-40,58,2729.33,8759,5.425079346,950.2687883,944.843709,291.9724442,30,280.3633914,5,5.516666667,0,5.516666667,1,5.516666667,1.007200925,0,0,0,0,,0,0,0,,,PKG5
2506325,4G,Smartphone,MALE,Nuwara Eliya,30-40,111,2575.07,473,0,425.17379,425.17379,33.8559069,14,77.63721652,0,0,0,0,0,,0,40,13.73333333,0,19,2.112280702,2.731156034,0,1,450,2,PKG3
1579906,3G,Smartphone,MALE,Anuradhapura,50-60,176,599.32,0,0,0,0,,0,0,0,0,0,0,0,,0,2,1.95,0,2,1.083333333,0.362903325,0,0,,,PKG1
8762824,4G,Smartphone,MALE,Gampaha,30-40,21,3172.76,25770,169.7527905,1241.125226,1071.372436,859.0280355,30,297.6204551,0,0,0,0,0,,0,0,0,0,0,,0,0,1,1490,2,PKG6
2941199,2G,Basic,MALE,Kandy,30-40,13,663.43,0,0,0,0,,0,0,0,0,0,0,0,,0,30,15.66666667,0,10,3.1,3.216084457,0,0,,,PKG1
5150634,4G,Smartphone,FEMALE,Jaffna,20-30,72,710.49,31537,388.5576067,2102.249871,1713.692265,1051.258332,30,467.0180381,0,0,0,0,0,,0,0,0,0,0,,0,0,0,410,3,PKG1
9465246,4G,Smartphone,FEMALE,Gampaha,30-40,172,1770.02,12454,13.14494133,1755.135802,1741.990861,415.134216,30,433.353594,0,0,0,0,0,,0,39,15.63333333,0,10,3.938333333,3.481295624,0,1,500,2,PKG5
1894587,4G,Smartphone,MALE,Colombo,20-30,80,0,5401,0,1971.525331,1971.525331,1080.390646,5,816.6435153,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG6
